Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-06-24T00:00:14-0700, -9 m, 10.4100
2024-06-24T12:00:14-0700, -10 m, 8.6930
2024-06-24T12:00:14-0700, -11 m, 8.6530
2024-06-24T12:00:14-0700, -12 m, 8.6330
2024-06-24T12:00:14-0700, -13 m, 8.5950
2024-06-24T12:00:14-0700, -14 m, 8.5240
2024-06-24T12:00:14-0700, -15 m, 8.4600
2024-06-24T12:00:14-0700, -16 m, 8.4290
2024-06-24T12:00:14-0700, -17 m, 8.4020
2024-06-24T12:00:14-0700, -18 m, 8.3800
2024-06-24T12:00:14-0700, -19 m, 8.3610
2024-06-24T12:00:14-0700, -20 m, 8.3490
2024-06-24T12:00:14-0700, -21 m, 8.3430
2024-06-24T12:00:14-0700, -22 m, 8.3340
2024-06-24T12:00:14-0700, -23 m, 8.3160
2024-06-24T12:00:14-0700, -24 m, 8.2700
2024-06-24T12:00:14-0700, -25 m, 8.2440
2024-06-24T12:00:14-0700, -26 m, 8.2260
2024-06-24T12:00:14-0700, -27 m, 8.2130
2024-06-24T12:00:14-0700, -28 m, 8.1850
2024-06-24T12:00:14-0700, -29 m, 8.1760
2024-06-24T12:00:14-0700, -30 m, 8.1710
2024-06-24T12:00:14-0700, -31 m, 8.1720
2024-06-24T12:00:14-0700, -32 m, 8.1690
2024-06-24T12:00:14-0700, -33 m, 8.1410
2024-06-24T12:00:14-0700, -34 m, 8.1350
2024-06-24T12:00:14-0700, -35 m, 8.1210
2024-06-24T12:00:14-0700, -36 m, 8.0840
2024-06-24T12:00:14-0700, -37 m, 8.0460
2024-06-24T12:00:14-0700, -38 m, 8.0230
2024-06-24T12:00:14-0700, -39 m, 8.0040
2024-06-24T12:00:14-0700, -40 m, 7.9900
2024-06-24T12:00:14-0700, -41 m, 7.9870
2024-06-24T12:00:14-0700, -42 m, 7.9720
2024-06-24T12:00:14-0700, -43 m, 7.9540
2024-06-24T12:00:14-0700, -44 m, 7.9260
2024-06-24T12:00:14-0700, -45 m, 7.9050
2024-06-24T12:00:14-0700, -46 m, 7.8820
2024-06-24T12:00:14-0700, -47 m, 7.8680
2024-06-24T12:00:14-0700, -48 m, 7.8770
2024-06-24T12:00:14-0700, -49 m, 7.8760
2024-06-24T12:00:14-0700, -50 m, 7.8680
2024-06-24T12:00:14-0700, -51 m, 7.8540
2024-06-24T12:00:14-0700, -52 m, 7.8330
2024-06-24T12:00:14-0700, -53 m, 7.8250
2024-06-24T12:00:14-0700, -54 m, 7.8080
2024-06-24T12:00:14-0700, -55 m, 7.7910
2024-06-24T12:00:14-0700, -56 m, 7.7770
2024-06-24T12:00:14-0700, -57 m, 7.7720
2024-06-24T12:00:14-0700, -58 m, 7.7630
2024-06-24T12:00:14-0700, -59 m, 7.7210
2024-06-24T12:00:14-0700, -5 m, 10.1020
2024-06-24T12:00:14-0700, -60 m, 7.6240
2024-06-24T12:00:14-0700, -61 m, 7.5290
2024-06-24T12:00:14-0700, -62 m, 7.4380
2024-06-24T12:00:14-0700, -63 m, 7.3310
2024-06-24T12:00:14-0700, -64 m, 7.2800
2024-06-24T12:00:14-0700, -65 m, 7.2550
2024-06-24T12:00:14-0700, -66 m, 7.2260
2024-06-24T12:00:14-0700, -67 m, 7.1990
2024-06-24T12:00:14-0700, -68 m, 7.1900
2024-06-24T12:00:14-0700, -69 m, 7.1790
2024-06-24T12:00:14-0700, -6 m, 9.5890
2024-06-24T12:00:14-0700, -70 m, 7.1700
2024-06-24T12:00:14-0700, -71 m, 7.1610
2024-06-24T12:00:14-0700, -72 m, 7.1570
2024-06-24T12:00:14-0700, -73 m, 7.1430
2024-06-24T12:00:14-0700, -74 m, 7.1130
2024-06-24T12:00:14-0700, -75 m, 7.0890
2024-06-24T12:00:14-0700, -76 m, 7.0670
2024-06-24T12:00:14-0700, -77 m, 7.0430
2024-06-24T12:00:14-0700, -78 m, 6.9980
2024-06-24T12:00:14-0700, -79 m, 6.9590
2024-06-24T12:00:14-0700, -7 m, 9.3620
2024-06-24T12:00:14-0700, -80 m, 6.9310
2024-06-24T12:00:14-0700, -8 m, 9.1350
2024-06-24T12:00:14-0700, -9 m, 8.8590
2024-06-25T00:00:14-0700, -10 m, 9.7200
2024-06-25T00:00:14-0700, -11 m, 9.7080
2024-06-25T00:00:14-0700, -12 m, 9.6990
2024-06-25T00:00:14-0700, -13 m, 9.6990
2024-06-25T00:00:14-0700, -14 m, 9.6850
2024-06-25T00:00:14-0700, -15 m, 9.7020
2024-06-25T00:00:14-0700, -16 m, 9.6970
2024-06-25T00:00:14-0700, -17 m, 9.6150
2024-06-25T00:00:14-0700, -18 m, 9.5420
2024-06-25T00:00:14-0700, -19 m, 9.4870
2024-06-25T00:00:14-0700, -20 m, 9.4360
2024-06-25T00:00:14-0700, -21 m, 9.3540
2024-06-25T00:00:14-0700, -22 m, 9.1440
2024-06-25T00:00:14-0700, -23 m, 8.9930
2024-06-25T00:00:14-0700, -24 m, 8.9200
2024-06-25T00:00:14-0700, -25 m, 8.8050
2024-06-25T00:00:14-0700, -26 m, 8.7350
2024-06-25T00:00:14-0700, -27 m, 8.6490
2024-06-25T00:00:14-0700, -28 m, 8.5060
2024-06-25T00:00:14-0700, -29 m, 8.4180
2024-06-25T00:00:14-0700, -30 m, 8.3910
2024-06-25T00:00:14-0700, -31 m, 8.3630
2024-06-25T00:00:14-0700, -32 m, 8.3510
2024-06-25T00:00:14-0700, -33 m, 8.3240
2024-06-25T00:00:14-0700, -34 m, 8.3010
2024-06-25T00:00:14-0700, -35 m, 8.2670
2024-06-25T00:00:14-0700, -36 m, 8.2280
2024-06-25T00:00:14-0700, -37 m, 8.2000
2024-06-25T00:00:14-0700, -38 m, 8.1810
2024-06-25T00:00:14-0700, -39 m, 8.1580
2024-06-25T00:00:14-0700, -40 m, 8.1450
2024-06-25T00:00:14-0700, -41 m, 8.1250
2024-06-25T00:00:14-0700, -42 m, 8.0960
2024-06-25T00:00:14-0700, -43 m, 8.0600
2024-06-25T00:00:14-0700, -44 m, 8.0460
2024-06-25T00:00:14-0700, -45 m, 8.0370
2024-06-25T00:00:14-0700, -46 m, 8.0320
2024-06-25T00:00:14-0700, -47 m, 8.0290
2024-06-25T00:00:14-0700, -48 m, 8.0300
2024-06-25T00:00:14-0700, -49 m, 8.0280
2024-06-25T00:00:14-0700, -50 m, 8.0190
2024-06-25T00:00:14-0700, -51 m, 8.0130
2024-06-25T00:00:14-0700, -52 m, 8.0100
2024-06-25T00:00:14-0700, -53 m, 8.0080
2024-06-25T00:00:14-0700, -54 m, 8.0070
2024-06-25T00:00:14-0700, -55 m, 8.0020
2024-06-25T00:00:14-0700, -56 m, 7.9950
2024-06-25T00:00:14-0700, -57 m, 7.9940
2024-06-25T00:00:14-0700, -58 m, 7.9910
2024-06-25T00:00:14-0700, -59 m, 7.9810
2024-06-25T00:00:14-0700, -5 m, 9.7640
2024-06-25T00:00:14-0700, -60 m, 7.9760
2024-06-25T00:00:14-0700, -61 m, 7.9720
2024-06-25T00:00:14-0700, -62 m, 7.9720
2024-06-25T00:00:14-0700, -63 m, 7.9630
2024-06-25T00:00:14-0700, -64 m, 7.9450
2024-06-25T00:00:14-0700, -65 m, 7.9270
2024-06-25T00:00:14-0700, -66 m, 7.9180
2024-06-25T00:00:14-0700, -67 m, 7.9240
2024-06-25T00:00:14-0700, -68 m, 7.9250
2024-06-25T00:00:14-0700, -69 m, 7.9200
2024-06-25T00:00:14-0700, -6 m, 9.7220
2024-06-25T00:00:14-0700, -70 m, 7.9050
2024-06-25T00:00:14-0700, -71 m, 7.8340
2024-06-25T00:00:14-0700, -72 m, 7.6140
2024-06-25T00:00:14-0700, -73 m, 7.4180
2024-06-25T00:00:14-0700, -74 m, 7.3180
2024-06-25T00:00:14-0700, -75 m, 7.2540
2024-06-25T00:00:14-0700, -76 m, 7.1620
2024-06-25T00:00:14-0700, -77 m, 7.0540
2024-06-25T00:00:14-0700, -78 m, 6.9760
2024-06-25T00:00:14-0700, -79 m, 6.9190
2024-06-25T00:00:14-0700, -7 m, 9.7160
2024-06-25T00:00:14-0700, -80 m, 6.8910
2024-06-25T00:00:14-0700, -8 m, 9.7150
2024-06-25T00:00:14-0700, -9 m, 9.7200
2024-06-25T12:00:14-0700, -10 m, 8.8270
2024-06-25T12:00:14-0700, -11 m, 8.7820
2024-06-25T12:00:14-0700, -12 m, 8.7470
2024-06-25T12:00:14-0700, -13 m, 8.6600
2024-06-25T12:00:14-0700, -14 m, 8.5320
2024-06-25T12:00:14-0700, -15 m, 8.3760
2024-06-25T12:00:14-0700, -16 m, 8.2750
2024-06-25T12:00:14-0700, -17 m, 8.2130
2024-06-25T12:00:14-0700, -18 m, 8.1880
2024-06-25T12:00:14-0700, -19 m, 8.1730
2024-06-25T12:00:14-0700, -20 m, 8.1550
2024-06-25T12:00:14-0700, -21 m, 8.1510
2024-06-25T12:00:14-0700, -22 m, 8.1470
2024-06-25T12:00:14-0700, -23 m, 8.1370
2024-06-25T12:00:14-0700, -24 m, 8.1200
2024-06-25T12:00:14-0700, -25 m, 8.1050
2024-06-25T12:00:14-0700, -26 m, 8.0930
2024-06-25T12:00:14-0700, -27 m, 8.0840
2024-06-25T12:00:14-0700, -28 m, 8.0830
2024-06-25T12:00:14-0700, -29 m, 8.0550
2024-06-25T12:00:14-0700, -30 m, 8.0330
2024-06-25T12:00:14-0700, -31 m, 7.9940
2024-06-25T12:00:14-0700, -32 m, 7.9470
2024-06-25T12:00:14-0700, -33 m, 7.9210
2024-06-25T12:00:14-0700, -34 m, 7.9130
2024-06-25T12:00:14-0700, -35 m, 7.9050
2024-06-25T12:00:14-0700, -36 m, 7.8930
2024-06-25T12:00:14-0700, -37 m, 7.8710
2024-06-25T12:00:14-0700, -38 m, 7.8210
2024-06-25T12:00:14-0700, -39 m, 7.7660
2024-06-25T12:00:14-0700, -40 m, 7.7180
2024-06-25T12:00:14-0700, -41 m, 7.6750
2024-06-25T12:00:14-0700, -42 m, 7.6100
2024-06-25T12:00:14-0700, -43 m, 7.5620
2024-06-25T12:00:14-0700, -44 m, 7.5380
2024-06-25T12:00:14-0700, -45 m, 7.5320
2024-06-25T12:00:14-0700, -46 m, 7.5230
2024-06-25T12:00:14-0700, -47 m, 7.5020
2024-06-25T12:00:14-0700, -48 m, 7.4860
2024-06-25T12:00:14-0700, -49 m, 7.4620
2024-06-25T12:00:14-0700, -50 m, 7.4380
2024-06-25T12:00:14-0700, -51 m, 7.4310
2024-06-25T12:00:14-0700, -52 m, 7.4290
2024-06-25T12:00:14-0700, -53 m, 7.4210
2024-06-25T12:00:14-0700, -54 m, 7.4080
2024-06-25T12:00:14-0700, -55 m, 7.3920
2024-06-25T12:00:14-0700, -56 m, 7.3620
2024-06-25T12:00:14-0700, -57 m, 7.3470
2024-06-25T12:00:14-0700, -58 m, 7.2810
2024-06-25T12:00:14-0700, -59 m, 7.1970
2024-06-25T12:00:14-0700, -5 m, 9.4350
2024-06-25T12:00:14-0700, -60 m, 7.1910
2024-06-25T12:00:14-0700, -61 m, 7.1860
2024-06-25T12:00:14-0700, -62 m, 7.1650
2024-06-25T12:00:14-0700, -63 m, 7.0980
2024-06-25T12:00:14-0700, -64 m, 7.0500
2024-06-25T12:00:14-0700, -65 m, 7.0190
2024-06-25T12:00:14-0700, -66 m, 7.0000
2024-06-25T12:00:14-0700, -67 m, 6.9770
2024-06-25T12:00:14-0700, -68 m, 6.9270
2024-06-25T12:00:14-0700, -69 m, 6.9130
2024-06-25T12:00:14-0700, -6 m, 9.2910
2024-06-25T12:00:14-0700, -70 m, 6.9180
2024-06-25T12:00:14-0700, -71 m, 6.9150
2024-06-25T12:00:14-0700, -72 m, 6.9110
2024-06-25T12:00:14-0700, -73 m, 6.9060
2024-06-25T12:00:14-0700, -74 m, 6.9130
2024-06-25T12:00:14-0700, -75 m, 6.9210
2024-06-25T12:00:14-0700, -76 m, 6.9160
2024-06-25T12:00:14-0700, -77 m, 6.9290
2024-06-25T12:00:14-0700, -78 m, 6.9390
2024-06-25T12:00:14-0700, -79 m, 6.9420
2024-06-25T12:00:14-0700, -7 m, 9.2030
2024-06-25T12:00:14-0700, -80 m, 6.9530
2024-06-25T12:00:14-0700, -81 m, 6.9450
2024-06-25T12:00:14-0700, -8 m, 9.0230
2024-06-25T12:00:14-0700, -9 m, 8.9060
2024-06-26T00:00:15-0700, -10 m, 9.8520
2024-06-26T00:00:15-0700, -11 m, 9.7720
2024-06-26T00:00:15-0700, -12 m, 9.6220
2024-06-26T00:00:15-0700, -13 m, 9.5120
2024-06-26T00:00:15-0700, -14 m, 9.3910
2024-06-26T00:00:15-0700, -15 m, 9.1280
2024-06-26T00:00:15-0700, -16 m, 8.8690
2024-06-26T00:00:15-0700, -17 m, 8.6960
2024-06-26T00:00:15-0700, -18 m, 8.3310
2024-06-26T00:00:15-0700, -19 m, 8.0570
2024-06-26T00:00:15-0700, -20 m, 7.9460
2024-06-26T00:00:15-0700, -21 m, 7.9150
2024-06-26T00:00:15-0700, -22 m, 7.8950
2024-06-26T00:00:15-0700, -23 m, 7.8840
2024-06-26T00:00:15-0700, -24 m, 7.8760
2024-06-26T00:00:15-0700, -25 m, 7.8670
2024-06-26T00:00:15-0700, -26 m, 7.8660
2024-06-26T00:00:15-0700, -27 m, 7.8740
2024-06-26T00:00:15-0700, -28 m, 7.8700
2024-06-26T00:00:15-0700, -29 m, 7.8680
2024-06-26T00:00:15-0700, -30 m, 7.8610
2024-06-26T00:00:15-0700, -31 m, 7.8570
2024-06-26T00:00:15-0700, -32 m, 7.8490
2024-06-26T00:00:15-0700, -33 m, 7.8410
2024-06-26T00:00:15-0700, -34 m, 7.8410
2024-06-26T00:00:15-0700, -35 m, 7.8420
2024-06-26T00:00:15-0700, -36 m, 7.8360
2024-06-26T00:00:15-0700, -37 m, 7.8300
2024-06-26T00:00:15-0700, -38 m, 7.8180
2024-06-26T00:00:15-0700, -39 m, 7.8150
2024-06-26T00:00:15-0700, -40 m, 7.8120
2024-06-26T00:00:15-0700, -41 m, 7.8100
2024-06-26T00:00:15-0700, -42 m, 7.8180
2024-06-26T00:00:15-0700, -43 m, 7.8240
2024-06-26T00:00:15-0700, -44 m, 7.8040
2024-06-26T00:00:15-0700, -45 m, 7.7700
2024-06-26T00:00:15-0700, -46 m, 7.7410
2024-06-26T00:00:15-0700, -47 m, 7.6930
2024-06-26T00:00:15-0700, -48 m, 7.6560
2024-06-26T00:00:15-0700, -49 m, 7.6220
2024-06-26T00:00:15-0700, -50 m, 7.5990
2024-06-26T00:00:15-0700, -51 m, 7.5620
2024-06-26T00:00:15-0700, -52 m, 7.5410
2024-06-26T00:00:15-0700, -53 m, 7.5060
2024-06-26T00:00:15-0700, -54 m, 7.4720
2024-06-26T00:00:15-0700, -55 m, 7.4390
2024-06-26T00:00:15-0700, -56 m, 7.3960
2024-06-26T00:00:15-0700, -57 m, 7.3740
2024-06-26T00:00:15-0700, -58 m, 7.3570
2024-06-26T00:00:15-0700, -59 m, 7.3390
2024-06-26T00:00:15-0700, -5 m, 11.2480
2024-06-26T00:00:15-0700, -60 m, 7.3350
2024-06-26T00:00:15-0700, -61 m, 7.3300
2024-06-26T00:00:15-0700, -62 m, 7.3370
2024-06-26T00:00:15-0700, -63 m, 7.3200
2024-06-26T00:00:15-0700, -64 m, 7.3100
2024-06-26T00:00:15-0700, -65 m, 7.2990
2024-06-26T00:00:15-0700, -66 m, 7.2290
2024-06-26T00:00:15-0700, -67 m, 7.0510
2024-06-26T00:00:15-0700, -68 m, 6.9720
2024-06-26T00:00:15-0700, -69 m, 6.9530
2024-06-26T00:00:15-0700, -6 m, 10.8300
2024-06-26T00:00:15-0700, -70 m, 6.9460
2024-06-26T00:00:15-0700, -71 m, 6.9410
2024-06-26T00:00:15-0700, -72 m, 6.9470
2024-06-26T00:00:15-0700, -73 m, 6.9580
2024-06-26T00:00:15-0700, -74 m, 6.9510
2024-06-26T00:00:15-0700, -75 m, 6.9270
2024-06-26T00:00:15-0700, -76 m, 6.9110
2024-06-26T00:00:15-0700, -77 m, 6.8910
2024-06-26T00:00:15-0700, -78 m, 6.8630
2024-06-26T00:00:15-0700, -79 m, 6.8250
2024-06-26T00:00:15-0700, -7 m, 10.4680
2024-06-26T00:00:15-0700, -80 m, 6.8090
2024-06-26T00:00:15-0700, -8 m, 10.2760
2024-06-26T00:00:15-0700, -9 m, 10.0240
2024-06-26T12:00:14-0700, -10 m, 9.3990
2024-06-26T12:00:14-0700, -11 m, 9.3360
2024-06-26T12:00:14-0700, -12 m, 9.3020
2024-06-26T12:00:14-0700, -13 m, 9.2380
2024-06-26T12:00:14-0700, -14 m, 9.1850
2024-06-26T12:00:14-0700, -15 m, 9.1250
2024-06-26T12:00:14-0700, -16 m, 9.0240
2024-06-26T12:00:14-0700, -17 m, 8.8760
2024-06-26T12:00:14-0700, -18 m, 8.7640
2024-06-26T12:00:14-0700, -19 m, 8.7070
2024-06-26T12:00:14-0700, -20 m, 8.5810
2024-06-26T12:00:14-0700, -21 m, 8.3840
2024-06-26T12:00:14-0700, -22 m, 8.3280
2024-06-26T12:00:14-0700, -23 m, 8.3130
2024-06-26T12:00:14-0700, -24 m, 8.3050
2024-06-26T12:00:14-0700, -25 m, 8.2950
2024-06-26T12:00:14-0700, -26 m, 8.2770
2024-06-26T12:00:14-0700, -27 m, 8.2400
2024-06-26T12:00:14-0700, -28 m, 8.0740
2024-06-26T12:00:14-0700, -29 m, 7.8990
2024-06-26T12:00:14-0700, -30 m, 7.8430
2024-06-26T12:00:14-0700, -31 m, 7.7330
2024-06-26T12:00:14-0700, -32 m, 7.6070
2024-06-26T12:00:14-0700, -33 m, 7.5810
2024-06-26T12:00:14-0700, -34 m, 7.5500
2024-06-26T12:00:14-0700, -35 m, 7.5460
2024-06-26T12:00:14-0700, -36 m, 7.5420
2024-06-26T12:00:14-0700, -37 m, 7.5360
2024-06-26T12:00:14-0700, -38 m, 7.5310
2024-06-26T12:00:14-0700, -39 m, 7.5300
2024-06-26T12:00:14-0700, -40 m, 7.5320
2024-06-26T12:00:14-0700, -41 m, 7.5260
2024-06-26T12:00:14-0700, -42 m, 7.5210
2024-06-26T12:00:14-0700, -43 m, 7.5220
2024-06-26T12:00:14-0700, -44 m, 7.5240
2024-06-26T12:00:14-0700, -45 m, 7.5240
2024-06-26T12:00:14-0700, -46 m, 7.5130
2024-06-26T12:00:14-0700, -47 m, 7.5050
2024-06-26T12:00:14-0700, -48 m, 7.5020
2024-06-26T12:00:14-0700, -49 m, 7.4970
2024-06-26T12:00:14-0700, -50 m, 7.4910
2024-06-26T12:00:14-0700, -51 m, 7.4840
2024-06-26T12:00:14-0700, -52 m, 7.4800
2024-06-26T12:00:14-0700, -53 m, 7.4800
2024-06-26T12:00:14-0700, -54 m, 7.4750
2024-06-26T12:00:14-0700, -55 m, 7.4700
2024-06-26T12:00:14-0700, -56 m, 7.4660
2024-06-26T12:00:14-0700, -57 m, 7.4620
2024-06-26T12:00:14-0700, -58 m, 7.4620
2024-06-26T12:00:14-0700, -59 m, 7.4600
2024-06-26T12:00:14-0700, -5 m, 11.0800
2024-06-26T12:00:14-0700, -60 m, 7.4580
2024-06-26T12:00:14-0700, -61 m, 7.4380
2024-06-26T12:00:14-0700, -62 m, 7.3690
2024-06-26T12:00:14-0700, -63 m, 7.3090
2024-06-26T12:00:14-0700, -64 m, 7.2750
2024-06-26T12:00:14-0700, -65 m, 7.2640
2024-06-26T12:00:14-0700, -66 m, 7.2330
2024-06-26T12:00:14-0700, -67 m, 7.1580
2024-06-26T12:00:14-0700, -68 m, 7.1090
2024-06-26T12:00:14-0700, -69 m, 7.0820
2024-06-26T12:00:14-0700, -6 m, 10.6450
2024-06-26T12:00:14-0700, -70 m, 7.0650
2024-06-26T12:00:14-0700, -71 m, 7.0540
2024-06-26T12:00:14-0700, -72 m, 7.0410
2024-06-26T12:00:14-0700, -73 m, 7.0310
2024-06-26T12:00:14-0700, -74 m, 7.0220
2024-06-26T12:00:14-0700, -75 m, 7.0130
2024-06-26T12:00:14-0700, -76 m, 7.0110
2024-06-26T12:00:14-0700, -77 m, 7.0120
2024-06-26T12:00:14-0700, -78 m, 7.0100
2024-06-26T12:00:14-0700, -79 m, 7.0100
2024-06-26T12:00:14-0700, -7 m, 10.1490
2024-06-26T12:00:14-0700, -80 m, 7.0090
2024-06-26T12:00:14-0700, -8 m, 9.7310
2024-06-26T12:00:14-0700, -9 m, 9.5500
2024-06-27T00:00:14-0700, -10 m, 9.8220
2024-06-27T00:00:14-0700, -11 m, 9.1070
2024-06-27T00:00:14-0700, -12 m, 8.5860
2024-06-27T00:00:14-0700, -13 m, 8.2680
2024-06-27T00:00:14-0700, -14 m, 8.1360
2024-06-27T00:00:14-0700, -15 m, 8.0910
2024-06-27T00:00:14-0700, -16 m, 8.0490
2024-06-27T00:00:14-0700, -17 m, 8.0300
2024-06-27T00:00:14-0700, -18 m, 7.9880
2024-06-27T00:00:14-0700, -19 m, 7.9660
2024-06-27T00:00:14-0700, -20 m, 7.9630
2024-06-27T00:00:14-0700, -21 m, 7.9620
2024-06-27T00:00:14-0700, -22 m, 7.9540
2024-06-27T00:00:14-0700, -23 m, 7.9420
2024-06-27T00:00:14-0700, -24 m, 7.9370
2024-06-27T00:00:14-0700, -25 m, 7.9390
2024-06-27T00:00:14-0700, -26 m, 7.9210
2024-06-27T00:00:14-0700, -27 m, 7.8590
2024-06-27T00:00:14-0700, -28 m, 7.8060
2024-06-27T00:00:14-0700, -29 m, 7.7720
2024-06-27T00:00:14-0700, -30 m, 7.7390
2024-06-27T00:00:14-0700, -31 m, 7.7130
2024-06-27T00:00:14-0700, -32 m, 7.6770
2024-06-27T00:00:14-0700, -33 m, 7.6200
2024-06-27T00:00:14-0700, -34 m, 7.5440
2024-06-27T00:00:14-0700, -35 m, 7.4740
2024-06-27T00:00:14-0700, -36 m, 7.4290
2024-06-27T00:00:14-0700, -37 m, 7.3800
2024-06-27T00:00:14-0700, -38 m, 7.3260
2024-06-27T00:00:14-0700, -39 m, 7.2750
2024-06-27T00:00:14-0700, -40 m, 7.2370
2024-06-27T00:00:14-0700, -41 m, 7.1940
2024-06-27T00:00:14-0700, -42 m, 7.1830
2024-06-27T00:00:14-0700, -43 m, 7.1740
2024-06-27T00:00:14-0700, -44 m, 7.1450
2024-06-27T00:00:14-0700, -45 m, 7.1080
2024-06-27T00:00:14-0700, -46 m, 7.0720
2024-06-27T00:00:14-0700, -47 m, 7.0570
2024-06-27T00:00:14-0700, -48 m, 7.0380
2024-06-27T00:00:14-0700, -49 m, 7.0260
2024-06-27T00:00:14-0700, -50 m, 7.0180
2024-06-27T00:00:14-0700, -51 m, 7.0060
2024-06-27T00:00:14-0700, -52 m, 6.9970
2024-06-27T00:00:14-0700, -53 m, 6.9910
2024-06-27T00:00:14-0700, -54 m, 6.9820
2024-06-27T00:00:14-0700, -55 m, 6.9610
2024-06-27T00:00:14-0700, -56 m, 6.9490
2024-06-27T00:00:14-0700, -57 m, 6.9330
2024-06-27T00:00:14-0700, -58 m, 6.8980
2024-06-27T00:00:14-0700, -59 m, 6.8500
2024-06-27T00:00:14-0700, -5 m, 11.2010
2024-06-27T00:00:14-0700, -60 m, 6.8220
2024-06-27T00:00:14-0700, -61 m, 6.8140
2024-06-27T00:00:14-0700, -62 m, 6.8070
2024-06-27T00:00:14-0700, -63 m, 6.8060
2024-06-27T00:00:14-0700, -64 m, 6.8150
2024-06-27T00:00:14-0700, -65 m, 6.8230
2024-06-27T00:00:14-0700, -66 m, 6.8310
2024-06-27T00:00:14-0700, -67 m, 6.8340
2024-06-27T00:00:14-0700, -68 m, 6.8350
2024-06-27T00:00:14-0700, -69 m, 6.8360
2024-06-27T00:00:14-0700, -6 m, 11.1300
2024-06-27T00:00:14-0700, -70 m, 6.8340
2024-06-27T00:00:14-0700, -71 m, 6.8320
2024-06-27T00:00:14-0700, -72 m, 6.8300
2024-06-27T00:00:14-0700, -73 m, 6.8320
2024-06-27T00:00:14-0700, -74 m, 6.8340
2024-06-27T00:00:14-0700, -75 m, 6.8300
2024-06-27T00:00:14-0700, -76 m, 6.8280
2024-06-27T00:00:14-0700, -77 m, 6.8250
2024-06-27T00:00:14-0700, -78 m, 6.8190
2024-06-27T00:00:14-0700, -79 m, 6.8150
2024-06-27T00:00:14-0700, -7 m, 11.0190
2024-06-27T00:00:14-0700, -80 m, 6.8130
2024-06-27T00:00:14-0700, -81 m, 6.8110
2024-06-27T00:00:14-0700, -8 m, 10.9380
2024-06-27T00:00:14-0700, -9 m, 10.6220
2024-06-27T12:00:14-0700, -10 m, 8.4830
2024-06-27T12:00:14-0700, -11 m, 8.3970
2024-06-27T12:00:14-0700, -12 m, 8.3750
2024-06-27T12:00:14-0700, -13 m, 8.3310
2024-06-27T12:00:14-0700, -14 m, 8.2880
2024-06-27T12:00:14-0700, -15 m, 8.1720
2024-06-27T12:00:14-0700, -16 m, 7.9940
2024-06-27T12:00:14-0700, -17 m, 7.8760
2024-06-27T12:00:14-0700, -18 m, 7.8410
2024-06-27T12:00:14-0700, -19 m, 7.7980
2024-06-27T12:00:14-0700, -20 m, 7.7520
2024-06-27T12:00:14-0700, -21 m, 7.7020
2024-06-27T12:00:14-0700, -22 m, 7.6680
2024-06-27T12:00:14-0700, -23 m, 7.6640
2024-06-27T12:00:14-0700, -24 m, 7.6440
2024-06-27T12:00:14-0700, -25 m, 7.5830
2024-06-27T12:00:14-0700, -26 m, 7.5800
2024-06-27T12:00:14-0700, -27 m, 7.5710
2024-06-27T12:00:14-0700, -28 m, 7.5350
2024-06-27T12:00:14-0700, -29 m, 7.5220
2024-06-27T12:00:14-0700, -30 m, 7.5270
2024-06-27T12:00:14-0700, -31 m, 7.4770
2024-06-27T12:00:14-0700, -32 m, 7.3190
2024-06-27T12:00:14-0700, -33 m, 7.2710
2024-06-27T12:00:14-0700, -34 m, 7.2620
2024-06-27T12:00:14-0700, -35 m, 7.2550
2024-06-27T12:00:14-0700, -36 m, 7.2540
2024-06-27T12:00:14-0700, -37 m, 7.2550
2024-06-27T12:00:14-0700, -38 m, 7.2600
2024-06-27T12:00:14-0700, -39 m, 7.2580
2024-06-27T12:00:14-0700, -40 m, 7.2530
2024-06-27T12:00:14-0700, -41 m, 7.2490
2024-06-27T12:00:14-0700, -42 m, 7.2490
2024-06-27T12:00:14-0700, -43 m, 7.2380
2024-06-27T12:00:14-0700, -44 m, 7.2100
2024-06-27T12:00:14-0700, -45 m, 7.1980
2024-06-27T12:00:14-0700, -46 m, 7.1950
2024-06-27T12:00:14-0700, -47 m, 7.1870
2024-06-27T12:00:14-0700, -48 m, 7.1820
2024-06-27T12:00:14-0700, -49 m, 7.1790
2024-06-27T12:00:14-0700, -50 m, 7.1610
2024-06-27T12:00:14-0700, -51 m, 7.1380
2024-06-27T12:00:14-0700, -52 m, 7.1140
2024-06-27T12:00:14-0700, -53 m, 7.1060
2024-06-27T12:00:14-0700, -54 m, 7.1010
2024-06-27T12:00:14-0700, -55 m, 7.0860
2024-06-27T12:00:14-0700, -56 m, 7.0730
2024-06-27T12:00:14-0700, -57 m, 7.0490
2024-06-27T12:00:14-0700, -58 m, 7.0060
2024-06-27T12:00:14-0700, -59 m, 6.9970
2024-06-27T12:00:14-0700, -5 m, 10.7930
2024-06-27T12:00:14-0700, -60 m, 6.9970
2024-06-27T12:00:14-0700, -61 m, 6.9940
2024-06-27T12:00:14-0700, -62 m, 6.9840
2024-06-27T12:00:14-0700, -63 m, 6.9690
2024-06-27T12:00:14-0700, -64 m, 6.9570
2024-06-27T12:00:14-0700, -65 m, 6.9450
2024-06-27T12:00:14-0700, -66 m, 6.9350
