Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-07-07T12:00:16-0700, -29 m, 8.2830
2024-07-07T12:00:16-0700, -2 m, 
2024-07-07T12:00:16-0700, -30 m, 8.2330
2024-07-07T12:00:16-0700, -31 m, 8.1900
2024-07-07T12:00:16-0700, -32 m, 8.1360
2024-07-07T12:00:16-0700, -33 m, 8.0750
2024-07-07T12:00:16-0700, -34 m, 8.0180
2024-07-07T12:00:16-0700, -35 m, 7.9340
2024-07-07T12:00:16-0700, -36 m, 7.8610
2024-07-07T12:00:16-0700, -37 m, 7.8330
2024-07-07T12:00:16-0700, -38 m, 7.8020
2024-07-07T12:00:16-0700, -39 m, 7.7780
2024-07-07T12:00:16-0700, -3 m, 
2024-07-07T12:00:16-0700, -40 m, 7.7670
2024-07-07T12:00:16-0700, -41 m, 7.7580
2024-07-07T12:00:16-0700, -42 m, 7.7460
2024-07-07T12:00:16-0700, -43 m, 7.7200
2024-07-07T12:00:16-0700, -44 m, 7.6820
2024-07-07T12:00:16-0700, -45 m, 7.6680
2024-07-07T12:00:16-0700, -46 m, 7.6630
2024-07-07T12:00:16-0700, -47 m, 7.6670
2024-07-07T12:00:16-0700, -48 m, 7.6660
2024-07-07T12:00:16-0700, -49 m, 7.6600
2024-07-07T12:00:16-0700, -4 m, 
2024-07-07T12:00:16-0700, -50 m, 7.6530
2024-07-07T12:00:16-0700, -51 m, 7.6350
2024-07-07T12:00:16-0700, -52 m, 7.6190
2024-07-07T12:00:16-0700, -53 m, 7.6070
2024-07-07T12:00:16-0700, -54 m, 7.5980
2024-07-07T12:00:16-0700, -55 m, 7.5850
2024-07-07T12:00:16-0700, -56 m, 7.5420
2024-07-07T12:00:16-0700, -57 m, 7.4850
2024-07-07T12:00:16-0700, -58 m, 7.4090
2024-07-07T12:00:16-0700, -59 m, 7.3620
2024-07-07T12:00:16-0700, -5 m, 11.0890
2024-07-07T12:00:16-0700, -60 m, 7.3370
2024-07-07T12:00:16-0700, -61 m, 7.3220
2024-07-07T12:00:16-0700, -62 m, 7.2960
2024-07-07T12:00:16-0700, -63 m, 7.2480
2024-07-07T12:00:16-0700, -64 m, 7.1850
2024-07-07T12:00:16-0700, -65 m, 7.0770
2024-07-07T12:00:16-0700, -66 m, 6.9950
2024-07-07T12:00:16-0700, -67 m, 6.9490
2024-07-07T12:00:16-0700, -68 m, 6.9400
2024-07-07T12:00:16-0700, -69 m, 6.9330
2024-07-07T12:00:16-0700, -6 m, 10.5610
2024-07-07T12:00:16-0700, -70 m, 6.9190
2024-07-07T12:00:16-0700, -71 m, 6.9120
2024-07-07T12:00:16-0700, -72 m, 6.8870
2024-07-07T12:00:16-0700, -73 m, 6.8530
2024-07-07T12:00:16-0700, -74 m, 6.8450
2024-07-07T12:00:16-0700, -75 m, 6.8400
2024-07-07T12:00:16-0700, -76 m, 6.8330
2024-07-07T12:00:16-0700, -77 m, 6.8230
2024-07-07T12:00:16-0700, -78 m, 6.8070
2024-07-07T12:00:16-0700, -79 m, 6.7860
2024-07-07T12:00:16-0700, -7 m, 10.0670
2024-07-07T12:00:16-0700, -80 m, 6.7720
2024-07-07T12:00:16-0700, -81 m, 6.7650
2024-07-07T12:00:16-0700, -82 m, 
2024-07-07T12:00:16-0700, -83 m, 
2024-07-07T12:00:16-0700, -84 m, 
2024-07-07T12:00:16-0700, -85 m, 
2024-07-07T12:00:16-0700, -86 m, 
2024-07-07T12:00:16-0700, -87 m, 
2024-07-07T12:00:16-0700, -88 m, 
2024-07-07T12:00:16-0700, -89 m, 
2024-07-07T12:00:16-0700, -8 m, 9.7870
2024-07-07T12:00:16-0700, -90 m, 
2024-07-07T12:00:16-0700, -91 m, 
2024-07-07T12:00:16-0700, -92 m, 
2024-07-07T12:00:16-0700, -93 m, 
2024-07-07T12:00:16-0700, -94 m, 
2024-07-07T12:00:16-0700, -95 m, 
2024-07-07T12:00:16-0700, -96 m, 
2024-07-07T12:00:16-0700, -97 m, 
2024-07-07T12:00:16-0700, -98 m, 
2024-07-07T12:00:16-0700, -99 m, 
2024-07-07T12:00:16-0700, -9 m, 9.6340
2024-07-07T12:00:16-0700, 0 m, 
2024-07-08T00:00:16-0700, -100 m, 
2024-07-08T00:00:16-0700, -10 m, 10.3120
2024-07-08T00:00:16-0700, -11 m, 10.2130
2024-07-08T00:00:16-0700, -12 m, 10.0950
2024-07-08T00:00:16-0700, -13 m, 9.8820
2024-07-08T00:00:16-0700, -14 m, 9.6320
2024-07-08T00:00:16-0700, -15 m, 9.5140
2024-07-08T00:00:16-0700, -16 m, 9.4490
2024-07-08T00:00:16-0700, -17 m, 9.3900
2024-07-08T00:00:16-0700, -18 m, 9.3760
2024-07-08T00:00:16-0700, -19 m, 9.3620
2024-07-08T00:00:16-0700, -1 m, 
2024-07-08T00:00:16-0700, -20 m, 9.3630
2024-07-08T00:00:16-0700, -21 m, 9.3300
2024-07-08T00:00:16-0700, -22 m, 9.2930
2024-07-08T00:00:16-0700, -23 m, 9.2530
2024-07-08T00:00:16-0700, -24 m, 9.2290
2024-07-08T00:00:16-0700, -25 m, 9.1580
2024-07-08T00:00:16-0700, -26 m, 9.1360
2024-07-08T00:00:16-0700, -27 m, 9.1170
2024-07-08T00:00:16-0700, -28 m, 8.9630
2024-07-08T00:00:16-0700, -29 m, 8.8660
2024-07-08T00:00:16-0700, -2 m, 
2024-07-08T00:00:16-0700, -30 m, 8.8290
2024-07-08T00:00:16-0700, -31 m, 8.7820
2024-07-08T00:00:16-0700, -32 m, 8.6670
2024-07-08T00:00:16-0700, -33 m, 8.4880
2024-07-08T00:00:16-0700, -34 m, 8.3660
2024-07-08T00:00:16-0700, -35 m, 8.3400
2024-07-08T00:00:16-0700, -36 m, 8.3440
2024-07-08T00:00:16-0700, -37 m, 8.3440
2024-07-08T00:00:16-0700, -38 m, 8.3340
2024-07-08T00:00:16-0700, -39 m, 8.3300
2024-07-08T00:00:16-0700, -3 m, 
2024-07-08T00:00:16-0700, -40 m, 8.3460
2024-07-08T00:00:16-0700, -41 m, 8.3620
2024-07-08T00:00:16-0700, -42 m, 8.3630
2024-07-08T00:00:16-0700, -43 m, 8.3600
2024-07-08T00:00:16-0700, -44 m, 8.3420
2024-07-08T00:00:16-0700, -45 m, 8.2690
2024-07-08T00:00:16-0700, -46 m, 8.1870
2024-07-08T00:00:16-0700, -47 m, 8.1390
2024-07-08T00:00:16-0700, -48 m, 8.1130
2024-07-08T00:00:16-0700, -49 m, 8.0990
2024-07-08T00:00:16-0700, -4 m, 
2024-07-08T00:00:16-0700, -50 m, 8.0850
2024-07-08T00:00:16-0700, -51 m, 8.0790
2024-07-08T00:00:16-0700, -52 m, 8.0620
2024-07-08T00:00:16-0700, -53 m, 8.0240
2024-07-08T00:00:16-0700, -54 m, 8.0020
2024-07-08T00:00:16-0700, -55 m, 7.9940
2024-07-08T00:00:16-0700, -56 m, 7.9770
2024-07-08T00:00:16-0700, -57 m, 7.9490
2024-07-08T00:00:16-0700, -58 m, 7.8950
2024-07-08T00:00:16-0700, -59 m, 7.8750
2024-07-08T00:00:16-0700, -5 m, 10.9300
2024-07-08T00:00:16-0700, -60 m, 7.8910
2024-07-08T00:00:16-0700, -61 m, 7.8920
2024-07-08T00:00:16-0700, -62 m, 7.8910
2024-07-08T00:00:16-0700, -63 m, 7.8990
2024-07-08T00:00:16-0700, -64 m, 7.8990
2024-07-08T00:00:16-0700, -65 m, 7.8990
2024-07-08T00:00:16-0700, -66 m, 7.8970
2024-07-08T00:00:16-0700, -67 m, 7.8920
2024-07-08T00:00:16-0700, -68 m, 7.8890
2024-07-08T00:00:16-0700, -69 m, 7.8890
2024-07-08T00:00:16-0700, -6 m, 10.7860
2024-07-08T00:00:16-0700, -70 m, 7.8810
2024-07-08T00:00:16-0700, -71 m, 7.8720
2024-07-08T00:00:16-0700, -72 m, 7.8710
2024-07-08T00:00:16-0700, -73 m, 7.8700
2024-07-08T00:00:16-0700, -74 m, 7.8630
2024-07-08T00:00:16-0700, -75 m, 7.8540
2024-07-08T00:00:16-0700, -76 m, 7.8480
2024-07-08T00:00:16-0700, -77 m, 7.8040
2024-07-08T00:00:16-0700, -78 m, 7.7350
2024-07-08T00:00:16-0700, -79 m, 7.6270
2024-07-08T00:00:16-0700, -7 m, 10.6230
2024-07-08T00:00:16-0700, -80 m, 7.5400
2024-07-08T00:00:16-0700, -81 m, 
2024-07-08T00:00:16-0700, -82 m, 
2024-07-08T00:00:16-0700, -83 m, 
2024-07-08T00:00:16-0700, -84 m, 
2024-07-08T00:00:16-0700, -85 m, 
2024-07-08T00:00:16-0700, -86 m, 
2024-07-08T00:00:16-0700, -87 m, 
2024-07-08T00:00:16-0700, -88 m, 
2024-07-08T00:00:16-0700, -89 m, 
2024-07-08T00:00:16-0700, -8 m, 10.4950
2024-07-08T00:00:16-0700, -90 m, 
2024-07-08T00:00:16-0700, -91 m, 
2024-07-08T00:00:16-0700, -92 m, 
2024-07-08T00:00:16-0700, -93 m, 
2024-07-08T00:00:16-0700, -94 m, 
2024-07-08T00:00:16-0700, -95 m, 
2024-07-08T00:00:16-0700, -96 m, 
2024-07-08T00:00:16-0700, -97 m, 
2024-07-08T00:00:16-0700, -98 m, 
2024-07-08T00:00:16-0700, -99 m, 
2024-07-08T00:00:16-0700, -9 m, 10.3680
2024-07-08T00:00:16-0700, 0 m, 
2024-07-08T12:00:16-0700, -100 m, 
2024-07-08T12:00:16-0700, -10 m, 9.3960
2024-07-08T12:00:16-0700, -11 m, 9.1260
2024-07-08T12:00:16-0700, -12 m, 9.0360
2024-07-08T12:00:16-0700, -13 m, 8.9950
2024-07-08T12:00:16-0700, -14 m, 8.9340
2024-07-08T12:00:16-0700, -15 m, 8.8740
2024-07-08T12:00:16-0700, -16 m, 8.8620
2024-07-08T12:00:16-0700, -17 m, 8.8540
2024-07-08T12:00:16-0700, -18 m, 8.8320
2024-07-08T12:00:16-0700, -19 m, 8.7910
2024-07-08T12:00:16-0700, -1 m, 
2024-07-08T12:00:16-0700, -20 m, 8.7160
2024-07-08T12:00:16-0700, -21 m, 8.6850
2024-07-08T12:00:16-0700, -22 m, 8.6610
2024-07-08T12:00:16-0700, -23 m, 8.6250
2024-07-08T12:00:16-0700, -24 m, 8.6020
2024-07-08T12:00:16-0700, -25 m, 8.5960
2024-07-08T12:00:16-0700, -26 m, 8.6000
2024-07-08T12:00:16-0700, -27 m, 8.6080
2024-07-08T12:00:16-0700, -28 m, 8.6120
2024-07-08T12:00:16-0700, -29 m, 8.6210
2024-07-08T12:00:16-0700, -2 m, 
2024-07-08T12:00:16-0700, -30 m, 8.6370
2024-07-08T12:00:16-0700, -31 m, 8.6140
2024-07-08T12:00:16-0700, -32 m, 8.5700
2024-07-08T12:00:16-0700, -33 m, 8.5280
2024-07-08T12:00:16-0700, -34 m, 8.5120
2024-07-08T12:00:16-0700, -35 m, 8.4850
2024-07-08T12:00:16-0700, -36 m, 8.4640
2024-07-08T12:00:16-0700, -37 m, 8.4390
2024-07-08T12:00:16-0700, -38 m, 8.4090
2024-07-08T12:00:16-0700, -39 m, 8.3740
2024-07-08T12:00:16-0700, -3 m, 
2024-07-08T12:00:16-0700, -40 m, 8.3210
2024-07-08T12:00:16-0700, -41 m, 8.2520
2024-07-08T12:00:16-0700, -42 m, 8.1740
2024-07-08T12:00:16-0700, -43 m, 8.1350
2024-07-08T12:00:16-0700, -44 m, 8.0960
2024-07-08T12:00:16-0700, -45 m, 8.0250
2024-07-08T12:00:16-0700, -46 m, 7.9250
2024-07-08T12:00:16-0700, -47 m, 7.8350
2024-07-08T12:00:16-0700, -48 m, 7.7710
2024-07-08T12:00:16-0700, -49 m, 7.6870
2024-07-08T12:00:16-0700, -4 m, 
2024-07-08T12:00:16-0700, -50 m, 7.6320
2024-07-08T12:00:16-0700, -51 m, 7.5920
2024-07-08T12:00:16-0700, -52 m, 7.5600
2024-07-08T12:00:16-0700, -53 m, 7.5470
2024-07-08T12:00:16-0700, -54 m, 7.5320
2024-07-08T12:00:16-0700, -55 m, 7.5140
2024-07-08T12:00:16-0700, -56 m, 7.4960
2024-07-08T12:00:16-0700, -57 m, 7.4880
2024-07-08T12:00:16-0700, -58 m, 7.4750
2024-07-08T12:00:16-0700, -59 m, 7.4490
2024-07-08T12:00:16-0700, -5 m, 11.4210
2024-07-08T12:00:16-0700, -60 m, 7.4290
2024-07-08T12:00:16-0700, -61 m, 7.4120
2024-07-08T12:00:16-0700, -62 m, 7.4100
2024-07-08T12:00:16-0700, -63 m, 7.4070
2024-07-08T12:00:16-0700, -64 m, 7.3780
2024-07-08T12:00:16-0700, -65 m, 7.3450
2024-07-08T12:00:16-0700, -66 m, 7.2880
2024-07-08T12:00:16-0700, -67 m, 7.1810
2024-07-08T12:00:16-0700, -68 m, 7.0720
2024-07-08T12:00:16-0700, -69 m, 6.9760
2024-07-08T12:00:16-0700, -6 m, 11.0630
2024-07-08T12:00:16-0700, -70 m, 6.9070
2024-07-08T12:00:16-0700, -71 m, 6.8630
2024-07-08T12:00:16-0700, -72 m, 6.8420
2024-07-08T12:00:16-0700, -73 m, 6.8290
2024-07-08T12:00:16-0700, -74 m, 6.8260
2024-07-08T12:00:16-0700, -75 m, 6.8250
2024-07-08T12:00:16-0700, -76 m, 6.8240
2024-07-08T12:00:16-0700, -77 m, 6.8230
2024-07-08T12:00:16-0700, -78 m, 6.8080
2024-07-08T12:00:16-0700, -79 m, 6.7710
2024-07-08T12:00:16-0700, -7 m, 10.5760
2024-07-08T12:00:16-0700, -80 m, 6.7410
2024-07-08T12:00:16-0700, -81 m, 6.7360
2024-07-08T12:00:16-0700, -82 m, 
2024-07-08T12:00:16-0700, -83 m, 
2024-07-08T12:00:16-0700, -84 m, 
2024-07-08T12:00:16-0700, -85 m, 
2024-07-08T12:00:16-0700, -86 m, 
2024-07-08T12:00:16-0700, -87 m, 
2024-07-08T12:00:16-0700, -88 m, 
2024-07-08T12:00:16-0700, -89 m, 
2024-07-08T12:00:16-0700, -8 m, 10.0980
2024-07-08T12:00:16-0700, -90 m, 
2024-07-08T12:00:16-0700, -91 m, 
2024-07-08T12:00:16-0700, -92 m, 
2024-07-08T12:00:16-0700, -93 m, 
2024-07-08T12:00:16-0700, -94 m, 
2024-07-08T12:00:16-0700, -95 m, 
2024-07-08T12:00:16-0700, -96 m, 
2024-07-08T12:00:16-0700, -97 m, 
2024-07-08T12:00:16-0700, -98 m, 
2024-07-08T12:00:16-0700, -99 m, 
2024-07-08T12:00:16-0700, -9 m, 9.7780
2024-07-08T12:00:16-0700, 0 m, 
2024-07-09T00:00:17-0700, -10 m, 9.4810
2024-07-09T00:00:17-0700, -11 m, 9.4420
2024-07-09T00:00:17-0700, -12 m, 9.4340
2024-07-09T00:00:17-0700, -13 m, 9.4390
2024-07-09T00:00:17-0700, -14 m, 9.4180
2024-07-09T00:00:17-0700, -15 m, 9.4210
2024-07-09T00:00:17-0700, -16 m, 9.4210
2024-07-09T00:00:17-0700, -17 m, 9.3990
2024-07-09T00:00:17-0700, -18 m, 9.3340
2024-07-09T00:00:17-0700, -19 m, 9.2710
2024-07-09T00:00:17-0700, -20 m, 9.2160
2024-07-09T00:00:17-0700, -21 m, 9.1940
2024-07-09T00:00:17-0700, -22 m, 9.1810
2024-07-09T00:00:17-0700, -23 m, 9.1280
2024-07-09T00:00:17-0700, -24 m, 9.0920
2024-07-09T00:00:17-0700, -25 m, 9.0730
2024-07-09T00:00:17-0700, -26 m, 9.0130
2024-07-09T00:00:17-0700, -27 m, 8.9350
2024-07-09T00:00:17-0700, -28 m, 8.9300
2024-07-09T00:00:17-0700, -29 m, 8.9620
2024-07-09T00:00:17-0700, -30 m, 8.9530
2024-07-09T00:00:17-0700, -31 m, 8.9630
2024-07-09T00:00:17-0700, -32 m, 8.9650
2024-07-09T00:00:17-0700, -33 m, 8.9680
2024-07-09T00:00:17-0700, -34 m, 8.9740
2024-07-09T00:00:17-0700, -35 m, 8.9740
2024-07-09T00:00:17-0700, -36 m, 8.9420
2024-07-09T00:00:17-0700, -37 m, 8.7780
2024-07-09T00:00:17-0700, -38 m, 8.2990
2024-07-09T00:00:17-0700, -39 m, 8.0010
2024-07-09T00:00:17-0700, -40 m, 7.9320
2024-07-09T00:00:17-0700, -41 m, 7.9190
2024-07-09T00:00:17-0700, -42 m, 7.8850
2024-07-09T00:00:17-0700, -43 m, 7.8310
2024-07-09T00:00:17-0700, -44 m, 7.8160
2024-07-09T00:00:17-0700, -45 m, 7.8360
2024-07-09T00:00:17-0700, -46 m, 7.8660
2024-07-09T00:00:17-0700, -47 m, 7.8320
2024-07-09T00:00:17-0700, -48 m, 7.7650
2024-07-09T00:00:17-0700, -49 m, 7.7350
2024-07-09T00:00:17-0700, -50 m, 7.6920
2024-07-09T00:00:17-0700, -51 m, 7.6630
2024-07-09T00:00:17-0700, -52 m, 7.6470
2024-07-09T00:00:17-0700, -53 m, 7.6440
2024-07-09T00:00:17-0700, -54 m, 7.6320
2024-07-09T00:00:17-0700, -55 m, 7.6240
2024-07-09T00:00:17-0700, -56 m, 7.6480
2024-07-09T00:00:17-0700, -57 m, 7.6870
2024-07-09T00:00:17-0700, -58 m, 7.6830
2024-07-09T00:00:17-0700, -59 m, 7.6560
2024-07-09T00:00:17-0700, -5 m, 9.7600
2024-07-09T00:00:17-0700, -60 m, 7.6560
2024-07-09T00:00:17-0700, -61 m, 7.6560
2024-07-09T00:00:17-0700, -62 m, 7.6520
2024-07-09T00:00:17-0700, -63 m, 7.6350
2024-07-09T00:00:17-0700, -64 m, 7.6120
2024-07-09T00:00:17-0700, -65 m, 7.5820
2024-07-09T00:00:17-0700, -66 m, 7.5410
2024-07-09T00:00:17-0700, -67 m, 7.5170
2024-07-09T00:00:17-0700, -68 m, 7.3830
2024-07-09T00:00:17-0700, -69 m, 7.3230
2024-07-09T00:00:17-0700, -6 m, 9.7140
2024-07-09T00:00:17-0700, -70 m, 7.2900
2024-07-09T00:00:17-0700, -71 m, 7.2570
2024-07-09T00:00:17-0700, -72 m, 7.2510
2024-07-09T00:00:17-0700, -73 m, 7.1630
2024-07-09T00:00:17-0700, -74 m, 6.9990
2024-07-09T00:00:17-0700, -75 m, 6.9230
2024-07-09T00:00:17-0700, -76 m, 6.8860
2024-07-09T00:00:17-0700, -77 m, 6.8590
2024-07-09T00:00:17-0700, -78 m, 6.8440
2024-07-09T00:00:17-0700, -79 m, 6.8280
2024-07-09T00:00:17-0700, -7 m, 9.6370
2024-07-09T00:00:17-0700, -80 m, 6.8200
2024-07-09T00:00:17-0700, -81 m, 6.8120
2024-07-09T00:00:17-0700, -8 m, 9.6260
2024-07-09T00:00:17-0700, -9 m, 9.5670
2024-07-09T12:00:16-0700, -10 m, 10.2810
2024-07-09T12:00:16-0700, -11 m, 10.0620
2024-07-09T12:00:16-0700, -12 m, 9.8220
2024-07-09T12:00:16-0700, -13 m, 9.6310
2024-07-09T12:00:16-0700, -14 m, 9.5020
2024-07-09T12:00:16-0700, -15 m, 9.3730
2024-07-09T12:00:16-0700, -16 m, 9.2220
2024-07-09T12:00:16-0700, -17 m, 9.0130
2024-07-09T12:00:16-0700, -18 m, 8.7960
2024-07-09T12:00:16-0700, -19 m, 8.7220
2024-07-09T12:00:16-0700, -20 m, 8.6490
2024-07-09T12:00:16-0700, -21 m, 8.5890
2024-07-09T12:00:16-0700, -22 m, 8.5500
2024-07-09T12:00:16-0700, -23 m, 8.4970
2024-07-09T12:00:16-0700, -24 m, 8.4930
2024-07-09T12:00:16-0700, -25 m, 8.4800
2024-07-09T12:00:16-0700, -26 m, 8.4600
2024-07-09T12:00:16-0700, -27 m, 8.4180
2024-07-09T12:00:16-0700, -28 m, 8.3160
2024-07-09T12:00:16-0700, -29 m, 8.1860
2024-07-09T12:00:16-0700, -30 m, 8.1160
2024-07-09T12:00:16-0700, -31 m, 8.1030
2024-07-09T12:00:16-0700, -32 m, 8.0920
2024-07-09T12:00:16-0700, -33 m, 8.0610
2024-07-09T12:00:16-0700, -34 m, 8.0150
2024-07-09T12:00:16-0700, -35 m, 7.9100
2024-07-09T12:00:16-0700, -36 m, 7.7720
2024-07-09T12:00:16-0700, -37 m, 7.6570
2024-07-09T12:00:16-0700, -38 m, 7.6100
2024-07-09T12:00:16-0700, -39 m, 7.5770
2024-07-09T12:00:16-0700, -40 m, 7.5810
2024-07-09T12:00:16-0700, -41 m, 7.5930
2024-07-09T12:00:16-0700, -42 m, 7.6010
2024-07-09T12:00:16-0700, -43 m, 7.5930
2024-07-09T12:00:16-0700, -44 m, 7.5960
2024-07-09T12:00:16-0700, -45 m, 7.5860
2024-07-09T12:00:16-0700, -46 m, 7.5780
2024-07-09T12:00:16-0700, -47 m, 7.5820
2024-07-09T12:00:16-0700, -48 m, 7.5770
2024-07-09T12:00:16-0700, -49 m, 7.5650
2024-07-09T12:00:16-0700, -50 m, 7.5570
2024-07-09T12:00:16-0700, -51 m, 7.5490
2024-07-09T12:00:16-0700, -52 m, 7.5360
2024-07-09T12:00:16-0700, -53 m, 7.5250
2024-07-09T12:00:16-0700, -54 m, 7.5210
2024-07-09T12:00:16-0700, -55 m, 7.5160
2024-07-09T12:00:16-0700, -56 m, 7.5120
2024-07-09T12:00:16-0700, -57 m, 7.5100
2024-07-09T12:00:16-0700, -58 m, 7.5100
2024-07-09T12:00:16-0700, -59 m, 7.5050
2024-07-09T12:00:16-0700, -5 m, 11.3850
2024-07-09T12:00:16-0700, -60 m, 7.5000
2024-07-09T12:00:16-0700, -61 m, 7.4920
2024-07-09T12:00:16-0700, -62 m, 7.4870
2024-07-09T12:00:16-0700, -63 m, 7.4920
2024-07-09T12:00:16-0700, -64 m, 7.4870
2024-07-09T12:00:16-0700, -65 m, 7.4990
2024-07-09T12:00:16-0700, -66 m, 7.5350
2024-07-09T12:00:16-0700, -67 m, 7.5410
2024-07-09T12:00:16-0700, -68 m, 7.5430
2024-07-09T12:00:16-0700, -69 m, 7.5330
2024-07-09T12:00:16-0700, -6 m, 11.2230
2024-07-09T12:00:16-0700, -70 m, 7.5080
2024-07-09T12:00:16-0700, -71 m, 7.4900
2024-07-09T12:00:16-0700, -72 m, 7.4480
2024-07-09T12:00:16-0700, -73 m, 7.3800
2024-07-09T12:00:16-0700, -74 m, 7.1800
2024-07-09T12:00:16-0700, -75 m, 6.8790
2024-07-09T12:00:16-0700, -76 m, 6.7080
2024-07-09T12:00:16-0700, -77 m, 6.6660
2024-07-09T12:00:16-0700, -78 m, 6.6590
2024-07-09T12:00:16-0700, -79 m, 6.6390
2024-07-09T12:00:16-0700, -7 m, 11.1350
2024-07-09T12:00:16-0700, -80 m, 6.5940
2024-07-09T12:00:16-0700, -81 m, 6.5730
2024-07-09T12:00:16-0700, -8 m, 10.9670
2024-07-09T12:00:16-0700, -9 m, 10.6050
2024-07-10T00:00:17-0700, -10 m, 10.2210
2024-07-10T00:00:17-0700, -11 m, 10.1830
2024-07-10T00:00:17-0700, -12 m, 10.1690
2024-07-10T00:00:17-0700, -13 m, 10.1680
2024-07-10T00:00:17-0700, -14 m, 10.1730
2024-07-10T00:00:17-0700, -15 m, 10.1740
2024-07-10T00:00:17-0700, -16 m, 10.1390
2024-07-10T00:00:17-0700, -17 m, 10.0770
2024-07-10T00:00:17-0700, -18 m, 9.9510
2024-07-10T00:00:17-0700, -19 m, 9.7550
2024-07-10T00:00:17-0700, -20 m, 9.3990
2024-07-10T00:00:17-0700, -21 m, 9.0040
2024-07-10T00:00:17-0700, -22 m, 8.5260
2024-07-10T00:00:17-0700, -23 m, 8.3350
2024-07-10T00:00:17-0700, -24 m, 8.2580
2024-07-10T00:00:17-0700, -25 m, 8.1970
2024-07-10T00:00:17-0700, -26 m, 8.0850
2024-07-10T00:00:17-0700, -27 m, 8.0060
2024-07-10T00:00:17-0700, -28 m, 7.9580
2024-07-10T00:00:17-0700, -29 m, 7.9390
2024-07-10T00:00:17-0700, -30 m, 7.9300
2024-07-10T00:00:17-0700, -31 m, 7.8790
2024-07-10T00:00:17-0700, -32 m, 7.7420
2024-07-10T00:00:17-0700, -33 m, 7.7030
2024-07-10T00:00:17-0700, -34 m, 7.6650
2024-07-10T00:00:17-0700, -35 m, 7.6160
2024-07-10T00:00:17-0700, -36 m, 7.5720
2024-07-10T00:00:17-0700, -37 m, 7.5540
2024-07-10T00:00:17-0700, -38 m, 7.5450
2024-07-10T00:00:17-0700, -39 m, 7.5410
2024-07-10T00:00:17-0700, -40 m, 7.5300
2024-07-10T00:00:17-0700, -41 m, 7.5250
2024-07-10T00:00:17-0700, -42 m, 7.5190
2024-07-10T00:00:17-0700, -43 m, 7.5180
2024-07-10T00:00:17-0700, -44 m, 7.5180
2024-07-10T00:00:17-0700, -45 m, 7.5130
2024-07-10T00:00:17-0700, -46 m, 7.5140
2024-07-10T00:00:17-0700, -47 m, 7.5160
2024-07-10T00:00:17-0700, -48 m, 7.5190
2024-07-10T00:00:17-0700, -49 m, 7.5220
2024-07-10T00:00:17-0700, -50 m, 7.5210
2024-07-10T00:00:17-0700, -51 m, 7.5190
2024-07-10T00:00:17-0700, -52 m, 7.5140
2024-07-10T00:00:17-0700, -53 m, 7.5200
2024-07-10T00:00:17-0700, -54 m, 7.5120
2024-07-10T00:00:17-0700, -55 m, 7.4910
2024-07-10T00:00:17-0700, -56 m, 7.4300
2024-07-10T00:00:17-0700, -57 m, 7.2190
2024-07-10T00:00:17-0700, -58 m, 7.0430
2024-07-10T00:00:17-0700, -59 m, 6.9600
2024-07-10T00:00:17-0700, -5 m, 10.3230
2024-07-10T00:00:17-0700, -60 m, 6.9180
2024-07-10T00:00:17-0700, -61 m, 6.8880
2024-07-10T00:00:17-0700, -62 m, 6.8550
2024-07-10T00:00:17-0700, -63 m, 6.8150
2024-07-10T00:00:17-0700, -64 m, 6.8000
2024-07-10T00:00:17-0700, -65 m, 6.8010
2024-07-10T00:00:17-0700, -66 m, 6.8110
2024-07-10T00:00:17-0700, -67 m, 6.7980
2024-07-10T00:00:17-0700, -68 m, 6.7890
2024-07-10T00:00:17-0700, -69 m, 6.7930
2024-07-10T00:00:17-0700, -6 m, 10.3150
2024-07-10T00:00:17-0700, -70 m, 6.8080
2024-07-10T00:00:17-0700, -71 m, 6.8070
2024-07-10T00:00:17-0700, -72 m, 6.7990
2024-07-10T00:00:17-0700, -73 m, 6.7930
2024-07-10T00:00:17-0700, -74 m, 6.7810
2024-07-10T00:00:17-0700, -75 m, 6.7740
2024-07-10T00:00:17-0700, -76 m, 6.7740
2024-07-10T00:00:17-0700, -77 m, 6.7730
2024-07-10T00:00:17-0700, -78 m, 6.7700
2024-07-10T00:00:17-0700, -79 m, 6.7710
2024-07-10T00:00:17-0700, -7 m, 10.3010
2024-07-10T00:00:17-0700, -80 m, 6.7750
2024-07-10T00:00:17-0700, -8 m, 10.2660
2024-07-10T00:00:17-0700, -9 m, 10.2400
2024-07-10T12:00:16-0700, -10 m, 10.0050
2024-07-10T12:00:16-0700, -11 m, 9.7480
2024-07-10T12:00:16-0700, -12 m, 9.4240
2024-07-10T12:00:16-0700, -13 m, 9.1410
2024-07-10T12:00:16-0700, -14 m, 9.0590
2024-07-10T12:00:16-0700, -15 m, 9.0140
2024-07-10T12:00:16-0700, -16 m, 8.9930
2024-07-10T12:00:16-0700, -17 m, 8.9610
2024-07-10T12:00:16-0700, -18 m, 8.9080
2024-07-10T12:00:16-0700, -19 m, 8.7870
2024-07-10T12:00:16-0700, -20 m, 8.7030
2024-07-10T12:00:16-0700, -21 m, 8.6260
2024-07-10T12:00:16-0700, -22 m, 8.5640
2024-07-10T12:00:16-0700, -23 m, 8.4640
2024-07-10T12:00:16-0700, -24 m, 8.3160
2024-07-10T12:00:16-0700, -25 m, 8.1960
